@relation metaData_small_allPerformanceValues

@attribute 'OpenML Data Set ID' numeric
@attribute NumberOfInstances numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute MajorityClassPercentage numeric
@attribute MinorityClassPercentage numeric
@attribute AutoCorrelation numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute CardinalityAtTwo numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtFour numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
935,250,11,2,0.044,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,140,110,0.56,0.44,0.526104,-0,1,-1.181574,0.005308,-0,1,-1.308091,-0.191961,0,1,-0.8968,0.193678,-0,1,-1.248021,-0.069371,-0,1,-1.203008,0.017533,0,1,-1.168487,0.106281,2,2,2,0,0.706494,0.284,0.41746,0.72987,0.308,0.373168,0.735325,0.256,0.480519,0.814156,0.172,0.649266,0.814156,0.172,0.649266,0.814156,0.172,0.649266,0.786494,0.192,0.611147,0.836234,0.192,0.609629,0.796753,0.196,0.598755,0.786494,0.192,0.611147,0.836234,0.192,0.609629,0.796753,0.196,0.598755,0.786494,0.192,0.611147,0.836234,0.192,0.609629,0.796753,0.196,0.598755,250,0,250,250,2,0,2,2,62500,15625000,3906250000,84.109589,70.410959,0,68.493151,79.452055,68.767123,69.315068,66.30137,68.493151,70.136986,72.328767,83.287671,83.287671,78.90411,77.808219,56.164384,75.342466,81.917808,81.369863,87.945205,80.273973,75.616438
936,500,11,2,0.022,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,272,228,0.544,0.456,0.501002,0,1,-0.759282,0.159164,-0,1,-1.304144,-0.155353,0,1,1.496385,1.285194,-0,1,-1.227457,-0.087621,0,1,-1.132672,-0.038003,0,1,-0.521504,0.238258,2,2,2,0,0.640093,0.358,0.27969,0.636481,0.388,0.219605,0.665328,0.31,0.374051,0.875419,0.154,0.688158,0.875419,0.154,0.688158,0.875419,0.154,0.688158,0.820562,0.19,0.61717,0.86031,0.172,0.658166,0.810533,0.188,0.621066,0.820562,0.19,0.61717,0.86031,0.172,0.658166,0.810533,0.188,0.621066,0.820562,0.19,0.61717,0.86031,0.172,0.658166,0.810533,0.188,0.621066,499.9,0.316228,499,500,2,0,2,2,250000,125000000,62500000000,86.122449,63.537415,0,63.673469,90.748299,64.217687,65.306122,64.353741,60.816327,67.619048,74.285714,86.666667,87.07483,75.102041,84.62585,54.421769,69.659864,85.034014,88.435374,91.972789,80.816327,84.217687
937,500,51,2,0.102,0,0,0,0,50,1,1,0.980392,0.019608,0.019608,282,218,0.564,0.436,0.496994,-0,1,-1.062367,0.07875,-0,1,-1.285475,-0.082986,0,1,3.579995,1.74217,-0,1,-1.239302,-0.015727,-0,1,-1.209602,0.024385,0,1,-1.180548,0.073242,2,2,2,0,0.526921,0.462,0.054209,0.650986,0.396,0.206375,0.615818,0.396,0.177686,0.830438,0.178,0.635986,0.830438,0.178,0.635986,0.830438,0.178,0.635986,0.785461,0.238,0.516826,0.80259,0.232,0.52778,0.653182,0.346,0.303363,0.785461,0.238,0.516826,0.80259,0.232,0.52778,0.653182,0.346,0.303363,0.785461,0.238,0.516826,0.80259,0.232,0.52778,0.653182,0.346,0.303363,499.98,0.141421,499,500,2,0,2,2,250000,125000000,62500000000,80,64.897959,0,65.442177,62.44898,64.62585,64.62585,67.482993,61.768707,54.965986,59.863946,83.673469,82.585034,76.462585,76.870748,56.462585,58.095238,78.503401,79.319728,81.496599,67.346939,78.911565
938,42,11,2,0.261905,0,0,0,0,8,3,1,0.727273,0.272727,0.090909,23,19,0.547619,0.452381,0.512195,118707.024077,173656.567025,7.662815,2.189067,13.238095,9.707878,-0.361599,0.747379,937888.238095,1360007.587949,32.445146,5.449145,31.172024,36.293407,0.054109,0.911266,298.803571,260.907675,2.623255,1.611524,7939.649226,20965.822839,12.740545,3.220718,42,2,23.333333,20.132892,0.781465,0.214286,0.565517,0.79405,0.285714,0.428571,0.638444,0.404762,0.186788,0.811213,0.261905,0.483221,0.811213,0.261905,0.483221,0.811213,0.261905,0.483221,0.741419,0.333333,0.308235,0.475973,0.452381,0,0.561785,0.404762,0.131387,0.741419,0.333333,0.308235,0.475973,0.452381,0,0.561785,0.404762,0.131387,0.741419,0.333333,0.308235,0.475973,0.452381,0,0.561785,0.404762,0.131387,36.875,5.221863,26,42,23.333333,20.132892,2,42,1764,72324,2820636,62.222222,80,0,71.111111,80,82.222222,82.222222,93.333333,48.888889,71.111111,37.777778,62.222222,88.888889,55.555556,66.666667,55.555556,62.222222,66.666667,91.111111,77.777778,60,55.555556
939,228,10,2,0.04386,5,20,0.02193,0.008772,9,1,1,0.9,0.1,0.1,117,111,0.513158,0.486842,0.511013,84.187993,48.46997,0.224799,0.360845,0.5,0.5011,-2.017778,-0.104964,331.192825,197.198312,2.519054,1.15762,9.787654,3.376369,-1.2,-0.020587,27.125561,11.071529,0.256262,0,125.747807,73.533232,1.480509,0.868078,2,2,2,0,0.987179,0.013158,0.973684,0.980981,0.026316,0.947405,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.995572,0.013158,0.973672,0.984985,0.013158,0.973684,0.987179,0.013158,0.973684,0.995572,0.013158,0.973672,0.984985,0.013158,0.973684,0.987179,0.013158,0.973684,0.995572,0.013158,0.973672,0.984985,0.013158,0.973684,0.987179,0.013158,0.973684,100.111111,95.280434,2,228,2,0,2,2,50844,9304452,1451494512,98.484848,98.181818,0,100,100,100,98.484848,99.090909,46.969697,98.484848,61.818182,99.393939,98.787879,98.484848,99.69697,51.515152,98.484848,99.69697,99.090909,98.787879,99.393939,98.484848
940,527,39,2,0.074004,146,560,0.27704,0.027247,21,18,1,0.538462,0.461538,0.025641,447,80,0.848197,0.151803,0.802281,43.511607,6.467496,26.2692,0.455988,0.037074,0.187355,-0.307902,-5.605405,90.5542,14.792976,218.305632,13.901536,6.371742,0.313186,1.125571,-1.641321,58.518738,8.221612,6.831259,-0.362715,79.004169,11.04448,35.63471,2.715837,527,2,243.277778,165.673245,0.5434,0.218216,0.101922,0.723253,0.185958,0.270392,0.899091,0.060721,0.771249,0.969225,0.030361,0.883301,0.969225,0.030361,0.883301,0.969225,0.030361,0.883301,0.990716,0.001898,0.992593,0.499441,0.151803,0,0.498015,0.163188,0.011084,0.990716,0.001898,0.992593,0.499441,0.151803,0,0.498015,0.163188,0.011084,0.990716,0.001898,0.992593,0.499441,0.151803,0,0.498015,0.163188,0.011084,150.238095,109.712308,13,314,243.277778,165.673245,2,527,265081,109743534,45214336008,74.74359,81.538462,0,61.153846,?,85.512821,84.74359,96.153846,85.25641,78.076923,77.179487,93.846154,99.230769,14.74359,99.74359,85.25641,94.487179,99.74359,96.153846,85.25641,80.641026,85.25641
941,189,10,2,0.05291,0,0,0,0,2,8,5,0.2,0.8,0.5,99,90,0.52381,0.47619,0.989362,76.526455,17.939029,1.510044,1.062095,23.238095,5.298678,0.616202,0.722183,129.814815,30.57938,2.403885,1.402007,23.238095,5.298678,0.616202,0.722183,76.526455,17.939029,1.510044,1.062095,129.814815,30.57938,2.403885,1.402007,6,2,2.875,1.457738,0.708754,0.301587,0.394537,0.864422,0.174603,0.646609,0.82413,0.164021,0.665983,0.840404,0.185185,0.624809,0.840404,0.185185,0.624809,0.840404,0.185185,0.624809,0.843154,0.174603,0.645887,0.82413,0.164021,0.665983,0.748036,0.248677,0.500253,0.843154,0.174603,0.645887,0.82413,0.164021,0.665983,0.748036,0.248677,0.500253,0.843154,0.174603,0.645887,0.82413,0.164021,0.665983,0.748036,0.248677,0.500253,49.5,36.062446,24,75,2.875,1.457738,2,6,1800,10800,43200,79.62963,78.888889,0,77.777778,75.925926,78.518519,81.481481,80,51.851852,68.518519,71.111111,80,83.703704,83.333333,78.148148,51.851852,83.333333,82.592593,80,84.074074,74.444444,83.333333
942,50,5,2,0.1,0,0,0,0,2,3,1,0.4,0.6,0.2,26,24,0.52,0.48,0.530612,892.09,113.899905,-0.399162,-0.079835,5.16,2.644671,-1.32125,-0.118041,1779.02,225.155138,0.522927,-0.04163,5.16,2.644671,-1.32125,-0.118041,892.09,113.899905,-0.399162,-0.079835,1779.02,225.155138,0.522927,-0.04163,50,2,20.333333,25.929391,0.520833,0.48,0.041534,0.533654,0.54,-0.076555,0.527244,0.48,0.038462,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0.550481,0.48,0.03537,0.5,0.48,0,0.512821,0.48,0.03537,0.550481,0.48,0.03537,0.5,0.48,0,0.512821,0.48,0.03537,0.550481,0.48,0.03537,0.5,0.48,0,0.512821,0.48,0.03537,29,28.284271,9,49,20.333333,25.929391,2,50,2450,22050,198450,65,70,0,75,66.666667,66.666667,61.666667,61.666667,50,71.666667,71.666667,51.666667,58.333333,50,60,50,58.333333,56.666667,61.666667,56.666667,55,50
943,500,11,2,0.022,0,0,0,0,10,1,1,0.909091,0.090909,0.090909,259,241,0.518,0.482,0.507014,-0,1,-1.18055,-0.03102,-0,1,-1.275426,-0.097828,0,1,-1.086075,0.055103,-0,1,-1.207207,-0.074263,-0,1,-1.180494,-0.037007,0,1,-1.145599,0.025844,2,2,2,0,0.726926,0.272,0.454508,0.89468,0.198,0.603429,0.702751,0.326,0.349872,0.848123,0.182,0.633041,0.848123,0.182,0.633041,0.848123,0.182,0.633041,0.80675,0.218,0.562993,0.850246,0.206,0.585253,0.789079,0.21,0.578909,0.80675,0.218,0.562993,0.850246,0.206,0.585253,0.789079,0.21,0.578909,0.80675,0.218,0.562993,0.850246,0.206,0.585253,0.789079,0.21,0.578909,500,0,500,500,2,0,2,2,250000,125000000,62500000000,83.129252,85.714286,0,84.489796,82.585034,85.442177,84.081633,85.170068,83.129252,72.517007,71.70068,82.993197,80.952381,65.714286,80.408163,51.70068,67.07483,81.496599,85.170068,86.258503,76.870748,77.414966
944,130,10,2,0.076923,69,97,0.530769,0.074615,6,4,4,0.6,0.4,0.4,66,64,0.507692,0.492308,0.534884,15.968192,3.696832,1.518252,0.793428,0.21687,0.107942,0.259437,0.170691,62.828232,8.374083,4.124275,1.41927,1.087473,0.367183,0.655258,0.18432,8.478977,2.923882,1.161184,0.843621,26.528377,7.641724,2.243242,1.325695,2,2,2,0,0.676373,0.323077,0.353081,0.792377,0.223077,0.552788,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.798059,0.2,0.598575,0.774148,0.2,0.597811,0.723082,0.307692,0.38447,0.798059,0.2,0.598575,0.774148,0.2,0.597811,0.723082,0.307692,0.38447,0.798059,0.2,0.598575,0.774148,0.2,0.597811,0.723082,0.307692,0.38447,61,21.872357,38,93,2,0,2,2,7626,442308,22557708,76.111111,79.444444,0,76.666667,72.777778,76.111111,77.222222,78.888889,53.333333,65.555556,66.666667,78.888889,77.222222,78.888889,76.111111,50,78.888889,77.222222,78.888889,75.555556,65,78.333333
945,76,7,2,0.092105,0,0,0,0,3,4,3,0.428571,0.571429,0.428571,40,36,0.526316,0.473684,0.786667,54.942982,52.231087,0.816906,0.418917,19.5,11.03872,-1.201334,-0.75114,101.631579,130.914103,3.77087,2.007892,19.5,11.03872,-1.201334,-0.75114,43.697368,14.740438,-0.118817,0,101.631579,130.914103,3.77087,2.007892,4,2,2.5,1,0.675,0.328947,0.34663,0.730556,0.342105,0.321429,0.660069,0.315789,0.385445,0.609722,0.447368,0.134048,0.609722,0.447368,0.134048,0.609722,0.447368,0.134048,0.758681,0.302632,0.388811,0.722569,0.342105,0.310056,0.681944,0.315789,0.364903,0.758681,0.302632,0.388811,0.722569,0.342105,0.310056,0.681944,0.315789,0.364903,0.758681,0.302632,0.388811,0.722569,0.342105,0.310056,0.681944,0.315789,0.364903,42.666667,15.534907,30,60,2.5,1,2,4,2280,68400,273600,70,76,0,72,74,75,68,74,73,79,70,76,71,70,74,55,75,78,73,79,75,74
946,88,3,2,0.034091,0,0,0,0,2,1,1,0.666667,0.333333,0.333333,45,43,0.511364,0.488636,0.586207,6.995733,2.532591,-1.351378,0.303176,1.957375,1.13271,-1.433833,0.26451,12.034091,3.932473,-1.268923,0.341841,1.957375,1.13271,-1.433833,0.26451,6.995733,2.532591,-1.351378,0.303176,12.034091,3.932473,-1.268923,0.341841,2,2,2,0,0.497674,0.5,-0.00467,0.60646,0.409091,0.183084,0.572868,0.443182,0.111801,0.48863,0.511364,-0.022727,0.48863,0.511364,-0.022727,0.48863,0.511364,-0.022727,0.48863,0.511364,-0.022727,0.544444,0.477273,0.036998,0.601809,0.397727,0.203723,0.48863,0.511364,-0.022727,0.544444,0.477273,0.036998,0.601809,0.397727,0.203723,0.48863,0.511364,-0.022727,0.544444,0.477273,0.036998,0.601809,0.397727,0.203723,46.5,58.689863,5,88,2,0,2,2,440,880,?,52.173913,55.652174,61.73913,56.521739,52.173913,53.913043,52.173913,57.391304,56.521739,45.217391,49.565217,50.434783,52.173913,54.782609,49.565217,52.173913,53.043478,49.565217,56.521739,50.434783,52.173913,53.043478
947,559,5,2,0.008945,0,0,0,0,3,2,1,0.6,0.4,0.2,535,24,0.957066,0.042934,0.962366,9034.430829,69566.871707,34.250534,3.35581,52.5,18.725043,-1.214407,0,26738.420394,208422.135892,105.021165,9.625988,52.5,18.725043,-1.214407,0,312.372093,259.754187,-1.055157,0.441443,26738.420394,208422.135892,105.021165,9.625988,43,2,22.5,28.991378,0.751324,0.035778,0.546597,0.872975,0.019678,0.693454,0.760202,0.019678,0.693454,0.499533,0.042934,0,0.499533,0.042934,0,0.499533,0.042934,0,0.499533,0.042934,0,0.855452,0.019678,0.693454,0.763357,0.033989,0.560152,0.499533,0.042934,0,0.855452,0.019678,0.693454,0.763357,0.033989,0.560152,0.499533,0.042934,0,0.855452,0.019678,0.693454,0.763357,0.033989,0.560152,158.666667,230.989899,13,425,22.5,28.991378,2,43,18275,694450,9027850,98.545455,98.545455,0,98.30303,98.545455,98.545455,98.545455,98.545455,22.545455,96.848485,96.606061,98.545455,98.545455,98.545455,96.848485,96.363636,98.545455,96.363636,98.545455,96.848485,96.727273,98.545455
949,559,5,2,0.008945,0,0,0,0,3,2,1,0.6,0.4,0.2,479,80,0.856887,0.143113,0.827957,7930.94842,60409.700231,34.844062,3.372907,52.5,18.725043,-1.214407,0,23427.973166,180950.621463,106.801751,9.677278,52.5,18.725043,-1.214407,0,312.372093,259.754187,-1.055157,0.441443,23427.973166,180950.621463,106.801751,9.677278,43,2,22.5,28.991378,0.585947,0.209302,0.176627,0.714733,0.13059,0.207677,0.710451,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0.585269,0.220036,0.159727,0.499478,0.143113,0,0.499478,0.143113,0,0.585269,0.220036,0.159727,0.499478,0.143113,0,0.499478,0.143113,0,0.585269,0.220036,0.159727,156,226.378002,13,417,22.5,28.991378,2,43,17931,681378,8857914,86.181818,88,0,85.090909,84.121212,87.515152,87.878788,87.515152,43.272727,83.636364,83.393939,87.515152,86.060606,87.030303,83.636364,86.060606,86.060606,86.060606,87.515152,83.151515,82.909091,86.909091
950,559,5,2,0.008945,0,0,0,0,3,2,1,0.6,0.4,0.2,540,19,0.966011,0.033989,0.980287,7930.94842,60409.700231,34.844062,3.372907,52.5,18.725043,-1.214407,0,23427.973166,180950.621463,106.801751,9.677278,52.5,18.725043,-1.214407,0,312.372093,259.754187,-1.055157,0.441443,23427.973166,180950.621463,106.801751,9.677278,43,2,22.5,28.991378,0.834552,0.021467,0.673099,0.812232,0.010733,0.807175,0.842105,0.010733,0.807175,0.486842,0.033989,0,0.486842,0.033989,0,0.486842,0.033989,0,0.486842,0.033989,0,0.83538,0.010733,0.807175,0.83655,0.021467,0.673099,0.486842,0.033989,0,0.83538,0.010733,0.807175,0.83655,0.021467,0.673099,0.486842,0.033989,0,0.83538,0.010733,0.807175,0.83655,0.021467,0.673099,156,226.378002,13,417,22.5,28.991378,2,43,17931,681378,8857914,99.272727,99.272727,0,99.151515,99.272727,99.272727,99.272727,99.272727,4.484848,98.545455,97.575758,99.272727,99.272727,99.272727,98.181818,97.575758,99.272727,97.575758,99.272727,99.151515,98.424242,99.272727
951,559,5,2,0.008945,0,0,0,0,3,2,1,0.6,0.4,0.2,546,13,0.976744,0.023256,0.998208,9034.430829,69566.871707,34.250534,3.35581,52.5,18.725043,-1.214407,0,26738.420394,208422.135892,105.021165,9.625988,52.5,18.725043,-1.214407,0,312.372093,259.754187,-1.055157,0.441443,26738.420394,208422.135892,105.021165,9.625988,43,2,22.5,28.991378,1,0,1,1,0,1,1,0,1,0.480769,0.023256,0,0.480769,0.023256,0,0.480769,0.023256,0,0.480769,0.023256,0,1,0,1,1,0,1,0.480769,0.023256,0,1,0,1,1,0,1,0.480769,0.023256,0,1,0,1,1,0,1,158.666667,230.989899,13,425,22.5,28.991378,2,43,18275,694450,9027850,100,100,0,100,100,100,100,100,22.317073,100,99.02439,100,100,100,98.780488,98.780488,100,98.780488,100,100,100,100
952,214,10,6,0.046729,0,0,0,0,9,1,0,0.9,0.1,0,76,9,0.35514,0.042056,0.976526,11.265852,0.689541,9.908544,1.652594,0.057009,0.003037,-0.410319,-1.152559,72.650935,1.442408,54.689699,6.551648,0.336051,0.297329,2.361292,-0.138133,1.518365,0.652192,3.052232,1.625431,11.182407,1.119879,9.611531,2.731739,6,6,6,0,0.746775,0.35514,0.507301,0.726092,0.570093,0.266073,0.691183,0.551402,0.241135,0.748063,0.378505,0.483677,0.748063,0.378505,0.483677,0.748063,0.378505,0.483677,0.750976,0.378505,0.488793,0.792302,0.378505,0.47852,0.730965,0.383178,0.472986,0.750976,0.378505,0.488793,0.792302,0.378505,0.47852,0.730965,0.383178,0.472986,0.750976,0.378505,0.488793,0.792302,0.378505,0.47852,0.730965,0.383178,0.472986,104.333333,51.456292,32,178,6,0,6,6,25454,3614468,480724244,69.454545,45.454545,50.545455,61.818182,64,0,57.454545,61.090909,0,67.272727,73.818182,57.454545,68,58.909091,62.909091,38.181818,48.363636,65.090909,65.090909,80,70.545455,65.818182
955,151,6,2,0.039735,0,0,0,0,3,3,3,0.5,0.5,0.5,99,52,0.655629,0.344371,0.953333,16.538631,8.914484,-0.667683,0.453387,8.10596,6.825779,-1.154209,-0.008313,27.86755,12.893758,-0.347474,0.870167,8.10596,6.825779,-1.154209,-0.008313,13.642384,7.023914,-0.501366,0.498306,27.86755,12.893758,-0.347474,0.870167,2,2,2,0,0.576535,0.370861,0.139426,0.595085,0.344371,0.13467,0.561092,0.337748,0.128748,0.561092,0.337748,0.128748,0.561092,0.337748,0.128748,0.561092,0.337748,0.128748,0.596639,0.317881,0.22531,0.576632,0.337748,0.109814,0.532634,0.397351,0.069051,0.596639,0.317881,0.22531,0.576632,0.337748,0.109814,0.532634,0.397351,0.069051,0.596639,0.317881,0.22531,0.576632,0.337748,0.109814,0.532634,0.397351,0.069051,32.333333,11.846237,25,46,2,0,2,2,1196,29900,59800,71.904762,70,0,70,75.238095,68.571429,67.142857,70.47619,64.285714,77.619048,73.333333,70.47619,65.714286,63.333333,73.333333,66.666667,64.761905,77.142857,70.47619,77.619048,75.714286,65.238095
956,106,59,2,0.556604,0,0,0,0,0,59,2,0,1,0.033898,72,34,0.679245,0.320755,0.561905,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,106,2,5.661017,13.293258,0.539624,0.433962,0.075815,0.739788,0.264151,0.393791,0.510008,0.320755,0,0.5,0.320755,0,0.5,0.320755,0,0.5,0.320755,0,0.563317,0.386792,0.091175,0.5,0.320755,0,0.609069,0.367925,0.121547,0.563317,0.386792,0.091175,0.5,0.320755,0,0.609069,0.367925,0.121547,0.563317,0.386792,0.091175,0.5,0.320755,0,0.609069,0.367925,0.121547,?,?,?,?,5.661017,13.293258,2,106,424,1696,6784,73.103448,73.103448,0,62.068966,68.965517,69.655172,68.965517,59.310345,57.931034,71.724138,73.103448,57.931034,62.068966,31.034483,62.758621,68.965517,66.206897,57.241379,59.310345,69.655172,57.241379,68.965517
957,412,9,2,0.021845,49,96,0.118932,0.02589,4,5,2,0.444444,0.555556,0.222222,318,94,0.771845,0.228155,0.997567,297.929902,227.478594,5.321603,1.114696,6.637577,0.878112,-0.284058,-1.002854,1035.674448,768.353304,12.894277,3.070612,13.546918,3.690426,0.302084,-0.599638,74.703791,70.34148,4.338098,1.195514,805.538997,608.403876,11.324629,2.748214,7,2,3.8,2.167948,0.561488,0.300971,0.125804,0.644386,0.230583,0.233271,0.525508,0.220874,0.089823,0.634819,0.213592,0.133958,0.634819,0.213592,0.133958,0.634819,0.213592,0.133958,0.647581,0.211165,0.183136,0.698046,0.196602,0.231626,0.57926,0.286408,0.186806,0.647581,0.211165,0.183136,0.698046,0.196602,0.231626,0.57926,0.286408,0.186806,0.647581,0.211165,0.183136,0.698046,0.196602,0.231626,0.57926,0.286408,0.186806,75,30.199338,45,101,3.8,2.167948,2,7,10201,540653,24329385,78.347107,76.528926,0,78.016529,71.900826,79.504132,79.504132,79.008264,77.68595,71.570248,72.727273,79.173554,76.198347,79.669421,73.719008,77.68595,78.677686,77.85124,78.016529,79.008264,72.231405,78.677686
960,90,9,2,0.1,3,3,0.033333,0.003704,0,9,3,0,1,0.333333,64,26,0.711111,0.288889,0.651685,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,2,2.777778,0.666667,0.492488,0.288889,0.088785,0.492788,0.311111,0.018692,0.484375,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.566707,0.344444,0.088831,0.5,0.288889,0,0.5,0.288889,0,0.566707,0.344444,0.088831,0.5,0.288889,0,0.5,0.288889,0,0.566707,0.344444,0.088831,?,?,?,?,2.777778,0.666667,2,4,12,36,108,70,70.833333,0,65,58.333333,66.666667,73.333333,75,65.833333,69.166667,70,67.5,69.166667,73.333333,65,75,73.333333,75,75,63.333333,65,74.166667
